,Unnamed: 0,id,name,host_id,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,Listing ownership
150,150,3273876,Home in Dublin · ★4.33 · 2 bedrooms · 2 beds · 2.5 baths,2030445,Dublin City,53.30703,-6.28518,Entire home/apt,200,4,3,1,Single property
151,151,3281268,Home in Sutton · ★4.77 · 5 bedrooms · 5 beds · 3.5 baths,16583015,Fingal,53.38873,-6.13044,Entire home/apt,400,5,24,1,Single property
152,152,3333378,Condo in Rush · ★4.87 · 2 bedrooms · 4 beds · 1 bath,15351872,Fingal,53.52772,-6.08642,Entire home/apt,155,2,141,5,Multiple properties
153,153,3336830,Condo in Dublin · ★4.64 · 1 bedroom · 2 beds · 1.5 baths,15658359,Dublin City,53.36341,-6.27688,Entire home/apt,157,1,102,1,Single property
154,154,3356956,Rental unit in Ashtown · ★4.91 · 2 bedrooms · 1 bed · 1 bath,16841519,Dublin City,53.37585,-6.33262,Entire home/apt,95,3,35,1,Single property
155,155,3377724,Home in Clontarf · ★4.67 · 1 bedroom · 1 bed · 1 bath,6325886,Dublin City,53.36519,-6.21628,Private room,48,3,24,2,Multiple properties
156,156,3388678,Home in Dublin · ★4.85 · 4 bedrooms · 5 beds · 1.5 baths,6311500,Dublin City,53.36274,-6.23985,Entire home/apt,151,2,13,1,Single property
157,157,3389175,Rental unit in Dublin · ★4.77 · 2 bedrooms · 3 beds · 1 bath,4936901,Dublin City,53.33965,-6.274,Entire home/apt,107,7,93,2,Multiple properties
158,158,3394094,Rental unit in Dublin · ★4.75 · 1 bedroom · 1 bed · 1 shared bath,7972293,Dublin City,53.35277,-6.26669,Private room,95,3,230,1,Single property
159,159,3424579,Home in Clontarf · ★4.79 · 4 bedrooms · 4 beds · 1.5 baths,70706,Dublin City,53.37031,-6.18018,Entire home/apt,200,1,14,1,Single property
160,160,3430811,Home in Ringsend · ★4.92 · 1 bedroom · 1 bed · 1 shared bath,17290408,Dublin City,53.33958,-6.22457,Private room,58,2,25,2,Multiple properties
161,161,3441888,Home in Dublin · ★4.67 · 2 bedrooms · 2 beds · 1.5 baths,2484496,Dn Laoghaire-Rathdown,53.28692,-6.12574,Entire home/apt,220,10,12,1,Single property
162,162,3441994,Home in Dublin · ★4.92 · 1 bedroom · 1 bed · 1.5 shared baths,17345952,Dublin City,53.39147,-6.26239,Private room,125,3,26,1,Single property
163,163,3474511,Townhouse in Dublin · ★4.94 · 1 bedroom · 1 bed · 1 shared bath,17501731,Dublin City,53.33531,-6.26685,Private room,125,3,648,1,Single property
164,164,3482676,Townhouse in Sandymount · ★5.0 · 1 bedroom · 1 bed · 1 bath,15735948,Dublin City,53.33597,-6.22378,Entire home/apt,210,1,5,1,Single property
165,165,3540544,Home in Dublin · 1 bedroom · 1 bed · Half-bath,17822866,Dublin City,53.33084,-6.25184,Private room,50,1,0,1,Single property
166,166,3576358,Home in Dublin · ★4.75 · 3 bedrooms · 4 beds · 2 baths,17981524,Dublin City,53.32542,-6.31536,Entire home/apt,120,7,28,5,Multiple properties
167,167,3579644,Home in Teach Mealóg · ★4.91 · 1 bedroom · 1 bed · 1 shared bath,18030374,South Dublin,53.28895,-6.30707,Private room,60,2,272,2,Multiple properties
168,168,3581384,Home in Dublin · ★4.80 · 3 bedrooms · 4 beds · 2.5 baths,17981524,Dublin City,53.32579,-6.3159,Entire home/apt,120,7,20,5,Multiple properties
169,169,3581655,Home in Templeogue · ★4.94 · 1 bedroom · 2 beds · 1 shared bath,18030374,South Dublin,53.28917,-6.30743,Private room,61,2,299,2,Multiple properties
170,170,3592153,Home in Ballsbridge · ★4.81 · 4 bedrooms · 4 beds · 2 baths,17259900,Dublin City,53.33219,-6.22718,Entire home/apt,950,2,173,1,Single property
171,171,3604420,Boat in Dublin 2 · ★4.86 · 1 bedroom · 1 bed · 1 bath,5001093,Dublin City,53.34736,-6.22631,Entire home/apt,165,2,28,2,Multiple properties
172,172,3604440,Rental unit in Ringsend · ★4.85 · 3 bedrooms · 3 beds · 2 baths,37345570,Dublin City,53.34407,-6.2363,Entire home/apt,1219,14,123,9,Multiple properties
173,173,3622736,Home in Dublin · ★4.25 · 3 bedrooms · 3 beds · 2 baths,18249653,Dublin City,53.33605,-6.27914,Entire home/apt,190,2,5,1,Single property
174,174,3634410,Townhouse in Ballsbridge · ★4.55 · 2 bedrooms · 2 beds · 2 baths,18323987,Dublin City,53.33757,-6.23803,Entire home/apt,286,2,68,1,Single property
175,175,3634901,Condo in Dublin · ★4.78 · 1 bedroom · 1 bed · 1 bath,18327551,Dublin City,53.35519,-6.26989,Entire home/apt,133,60,60,1,Single property
176,176,3634993,Home in Dublin · ★5.0 · 3 bedrooms · 4 beds · 1.5 baths,2061049,Dublin City,53.33504,-6.28201,Entire home/apt,400,2,3,1,Single property
177,177,3643131,Cabin in Dublin 8 · ★4.59 · 2 bedrooms · 2 beds · 1 bath,18395651,Dublin City,53.33655,-6.28753,Entire home/apt,200,2,46,1,Single property
178,178,3698469,Bungalow in Killiney · ★4.92 · 1 bedroom · 1 bed · 1 shared bath,390963,Dn Laoghaire-Rathdown,53.24678,-6.12062,Private room,93,2,75,2,Multiple properties
179,179,3708033,Home in Ranelagh · ★4.80 · 4 bedrooms · 8 beds · 4 baths,18912114,Dublin City,53.32587,-6.25865,Entire home/apt,700,3,7,1,Single property
180,180,3723817,Townhouse in Dublin · ★4.67 · 1 bedroom · 1 bed · 1 bath,11977133,Dublin City,53.33613,-6.32971,Entire home/apt,65,3,3,1,Single property
181,181,3725793,Home in Clonskeagh · ★4.60 · 1 bedroom · 2 beds · 3 baths,19033083,Dn Laoghaire-Rathdown,53.30893,-6.24091,Private room,41,3,5,7,Multiple properties
182,182,3735283,Home in templeogue · ★4.72 · 1 bedroom · 1 bed · 1.5 shared baths,19091598,South Dublin,53.28368,-6.307,Private room,43,30,137,2,Multiple properties
183,183,3737322,Rental unit in Dublin · ★5.0 · 1 bedroom · 1 bed · Half-bath,12751045,Dublin City,53.33012,-6.2722,Entire home/apt,55,7,8,1,Single property
184,184,3740535,Rental unit in Dublin · ★4.17 · 1 bedroom · 1 bed · 1 shared bath,4537751,Dublin City,53.34292,-6.26691,Private room,70,1,6,1,Single property
185,185,3741414,Townhouse in Cabra · ★4.45 · 1 bedroom · 1 bed · 1 shared bath,18976273,Dublin City,53.36364,-6.28616,Private room,33,4,20,6,Multiple properties
186,186,3741699,Home in Clonskeagh · ★4.57 · 1 bedroom · 2 beds · 3 baths,19033083,Dn Laoghaire-Rathdown,53.30939,-6.24007,Private room,39,3,7,7,Multiple properties
187,187,3749697,Home in Dalkey · ★4.85 · 1 bedroom · 1 shared bath,19164017,Dn Laoghaire-Rathdown,53.272,-6.11282,Private room,60,1,134,1,Single property
188,188,3767317,Home in Dublin · ★4.67 · 3 bedrooms · 3 beds · 1 bath,2741410,Dublin City,53.3415,-6.28923,Entire home/apt,110,3,3,1,Single property
189,189,3770752,Home in Dublin · ★4.89 · 1 bedroom · 1 bed · 1 private bath,19325587,Dublin City,53.3549,-6.26868,Private room,83,4,333,3,Multiple properties
190,190,3789686,Rental unit in Dublin · ★4.80 · 1 bedroom · 1 bed · 1 shared bath,13987224,Dublin City,53.34197,-6.23965,Private room,113,3,396,1,Single property
191,191,3797186,Rental unit in Dublin · 1 bedroom · 1 bed · 1 bath,19500578,Dublin City,53.34238,-6.23814,Private room,50,4,2,1,Single property
192,192,3801472,Home in Dublin 4 · 2 bedrooms · 3 beds · 3 baths,19528151,Dublin City,53.33994,-6.22753,Entire home/apt,120,10,1,1,Single property
193,193,3811548,Rental unit in Dublin · ★4.85 · 1 bedroom · 1 bed · 1 private bath,728305,Dublin City,53.34097,-6.24661,Private room,60,1,13,1,Single property
194,194,3818337,Home in Dalkey · ★4.76 · 1 bedroom · 2 beds · 1.5 baths,19635824,Dn Laoghaire-Rathdown,53.27766,-6.09981,Entire home/apt,165,3,51,1,Single property
195,195,3841286,Home in Ringsend · ★4.82 · 2 bedrooms · 2 beds · 1 bath,17290408,Dublin City,53.33848,-6.22666,Entire home/apt,171,4,11,2,Multiple properties
196,196,3856095,Townhouse in Ranelagh · ★4.88 · 1 bedroom · 1 bed · 1 private bath,15297946,Dublin City,53.32105,-6.24533,Private room,99,2,74,1,Single property
197,197,3868060,Bungalow in Blackrock · ★5.0 · 1 bedroom · 1 bed · 1.5 shared baths,19970483,Dn Laoghaire-Rathdown,53.2869,-6.1802,Private room,65,7,6,3,Multiple properties
198,198,3879473,Guest suite in Dublin · ★4.76 · 2 bedrooms · 3 beds · 2 baths,20053490,South Dublin,53.30349,-6.30837,Entire home/apt,55,1,339,1,Single property
199,199,3882631,Townhouse in Dublin 6 · ★4.81 · 1 bedroom · 3 beds · 1 bath,6618797,Dublin City,53.32513,-6.24906,Entire home/apt,177,3,203,1,Single property
200,200,3899828,Rental unit in Dublin · ★4.62 · 1 bedroom · 1 bed · 1 bath,20194381,Dublin City,53.34163,-6.23908,Entire home/apt,85,3,15,1,Single property
201,201,3922631,Home in Ballyfermot · ★4.80 · 2 bedrooms · 3 beds · 1 bath,77946,Dublin City,53.33984,-6.33968,Entire home/apt,155,3,5,1,Single property
202,202,3951360,Bungalow in Rush · ★4.86 · 1 bedroom · 3 beds · 2 shared baths,19377734,Fingal,53.51932,-6.10397,Private room,99,1,147,3,Multiple properties
203,203,3965249,Bungalow in Rush · ★4.86 · 1 bedroom · 2 beds · 2 shared baths,19377734,Fingal,53.518680572509766,-6.1028571128845215,Private room,99,1,202,3,Multiple properties
204,204,3991589,Townhouse in Dublin · ★4.90 · 1 bedroom · 1 bed · 1 shared bath,20691615,Dublin City,53.35649,-6.24096,Private room,68,7,168,1,Single property
205,205,4030934,Rental unit in Dublin · 2 bedrooms · 2 beds · 1 bath,13290926,Dublin City,53.34378,-6.26957,Entire home/apt,226,5,0,1,Single property
206,206,4075119,Home in Dollymount · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,8107028,Dublin City,53.36335,-6.18273,Entire home/apt,179,8,13,2,Multiple properties
207,207,4080295,Rental unit in Dublin · 1 bedroom · 1 bed · 1 bath,21164210,Dublin City,53.34938,-6.28887,Private room,55,1,1,1,Single property
208,208,4092157,Home in Bray · ★4.71 · 4 bedrooms · 1 bed · 1 shared bath,10475485,Dn Laoghaire-Rathdown,53.20836,-6.12398,Private room,69,1,24,1,Single property
209,209,4095938,Townhouse in Dublin · ★4.79 · 1 bedroom · 1 bed · 1 shared bath,21245505,Dublin City,53.35753,-6.24278,Private room,40,2,189,1,Single property
210,210,4108004,Home in Killiney · 3 bedrooms · 3 beds · 2 baths,20643656,Dn Laoghaire-Rathdown,53.25087,-6.11998,Private room,800,1,2,3,Multiple properties
211,211,4134612,Home in Dublin · 1 bedroom · 1 bed · 2 baths,21449191,Dublin City,53.33543,-6.27202,Entire home/apt,100,1,0,1,Single property
212,212,4160003,Home in Booterstown · ★4.77 · 1 bedroom · 1 shared bath,21013528,Dn Laoghaire-Rathdown,53.30735,-6.20986,Private room,88,1,22,3,Multiple properties
213,213,4177992,Home in Clontarf · ★4.94 · 1 bedroom · 1 bed · 1.5 shared baths,8760476,Dublin City,53.36839,-6.18998,Private room,60,3,228,5,Multiple properties
214,214,4178309,Home in Clontarf · ★4.93 · 1 bedroom · 1 bed · 1.5 shared baths,8760476,Dublin City,53.36768,-6.18928,Private room,62,3,238,5,Multiple properties
215,215,4184825,Home in Dublin · ★4.73 · 1 bedroom · 1 bed · 1.5 shared baths,19091598,South Dublin,53.28398,-6.30772,Private room,43,30,26,2,Multiple properties
216,216,4229727,Home in Clontarf · ★4.89 · 1 bedroom · 1 bed · 1.5 shared baths,8760476,Dublin City,53.36773,-6.1892,Private room,63,3,185,5,Multiple properties
217,217,4229865,Home in Clontarf · ★4.93 · 1 bedroom · 2 beds · 1.5 shared baths,8760476,Dublin City,53.36772,-6.18927,Private room,63,2,112,5,Multiple properties
218,218,4230879,Home in Dublin · ★5.0 · 3 bedrooms · 3 beds · 1 bath,228263,Dublin City,53.35783397322415,-6.268419961345292,Entire home/apt,383,3,3,1,Single property
219,219,4255534,Rental unit in Dublin · ★4.78 · 2 bedrooms · 2 beds · 2 baths,20066217,Dublin City,53.33085,-6.2738,Entire home/apt,182,30,50,1,Single property
220,220,4278898,Rental unit in Ballsbridge · 1 bedroom · 1 bed · 1 bath,166625,Dublin City,53.33042,-6.23174,Private room,250,1,0,1,Single property
221,221,4282658,Townhouse in Rathmines · ★4.92 · 4 bedrooms · 4 beds · 2.5 baths,446122,Dublin City,53.31997,-6.26655,Entire home/apt,500,6,108,1,Single property
222,222,4294854,Rental unit in Dublin · ★4.55 · 1 bedroom · 1 bed · 1 bath,22295110,Dublin City,53.34735,-6.27185,Private room,70,30,188,2,Multiple properties
223,223,4296435,Guesthouse in Crumlin · ★4.89 · 1 bedroom · 1 bed · 1 bath,22304411,Dublin City,53.32529,-6.31266,Entire home/apt,54,7,109,1,Single property
224,224,4302167,Rental unit in Ringsend · ★4.84 · 2 bedrooms · 2 beds · 1 bath,22331062,Dublin City,53.33967,-6.23031,Entire home/apt,110,3,103,1,Single property
225,225,4304166,Rental unit in Dublin · 1 bedroom · 1 bed · 1 bath,22295110,Dublin City,53.34876,-6.27156,Private room,120,500,0,2,Multiple properties
226,226,4317345,Rental unit in Dublin · ★4.67 · 1 bedroom · 2 beds · 1 bath,7103965,Dublin City,53.33511,-6.26731,Entire home/apt,75,3,7,1,Single property
227,227,4328664,Home in Dundrum · 2 bedrooms · 2 beds · 1 bath,12082065,Dn Laoghaire-Rathdown,53.29093,-6.25162,Entire home/apt,45,4,2,1,Single property
228,228,4337495,Home in Ranelagh · ★4.80 · 2 bedrooms · 2 beds · 1 bath,22520231,Dublin City,53.32982,-6.25938,Entire home/apt,107,1,76,1,Single property
229,229,4378260,Rental unit in Dublin · ★4.77 · 1 bedroom · 1 bed · 1 shared bath,1614756,Dublin City,53.34855,-6.27742,Private room,73,2,129,1,Single property
230,230,4382103,Home in Dublin · ★4.89 · 4 bedrooms · 5 beds · 2.5 baths,22754114,Dublin City,53.37093,-6.26822,Entire home/apt,500,3,10,2,Multiple properties
231,231,4391824,Rental unit in Dublin 2 · ★4.70 · 3 bedrooms · 4 beds · 1 bath,22799276,Dublin City,53.34443,-6.26749,Entire home/apt,221,2,138,2,Multiple properties
232,232,4394037,Rental unit in Dublin 13 · 3 bedrooms · 3 beds · 2 baths,22809914,Fingal,53.37947,-6.06628,Entire home/apt,190,1,1,1,Single property
233,233,4403308,Rental unit in Grand Canal Dock · ★5.0 · 1 bedroom · 1 bed · 1 bath,22857190,Dublin City,53.34524,-6.23522,Entire home/apt,95,7,5,1,Single property
234,234,4407415,Rental unit in Dublin · ★4.87 · 1 bedroom · 1 bed · 1 bath,4972610,Dublin City,53.35528,-6.26152,Private room,103,2,15,1,Single property
235,235,4423190,Rental unit in Ringsend · 3 bedrooms · 3 beds · 2 baths,9969047,Dublin City,53.34037,-6.23662,Entire home/apt,300,3,1,1,Single property
236,236,4435614,Rental unit in Dublin · ★4.91 · 1 bedroom · 1 bed · 1 shared bath,22963548,Dublin City,53.34178,-6.24404,Private room,132,30,55,1,Single property
237,237,4446134,Home in Shankill · ★4.81 · 5 bedrooms · 6 beds · 2 baths,23074368,Dn Laoghaire-Rathdown,53.24059,-6.12642,Entire home/apt,420,3,26,5,Multiple properties
238,238,4446326,Home in Shankill · ★4.70 · 1 bedroom · 2 beds · 1.5 shared baths,23074368,Dn Laoghaire-Rathdown,53.24044,-6.12693,Private room,75,1,39,5,Multiple properties
239,239,4479658,Home in Dublin · ★5.0 · 2 bedrooms · 2 beds · 2 baths,4069540,Dublin City,53.34161,-6.28063,Entire home/apt,170,10,4,1,Single property
240,240,4492472,Home in Dublin · ★4.58 · 1 bedroom · 1 bed · 1 shared bath,23303300,Dublin City,53.33534,-6.28121,Private room,48,1,26,3,Multiple properties
241,241,4604580,Bungalow in Sutton · ★4.87 · 1 bedroom · 2 beds · 1.5 shared baths,23860388,Fingal,53.38322067260742,-6.094991207122803,Private room,90,2,84,2,Multiple properties
242,242,4630635,Home in Harold's Cross · ★4.67 · 3 bedrooms · 5 beds · 1 bath,23977500,Dublin City,53.31898,-6.28561,Entire home/apt,364,2,6,1,Single property
243,243,4637734,Home in Dalkey · 4 bedrooms · 4 beds · 2 baths,24012549,Dn Laoghaire-Rathdown,53.27695,-6.11847,Entire home/apt,400,4,1,1,Single property
244,244,4639862,Home in Dublin 4 · ★4.64 · 1 bedroom · 1 bed · 1 shared bath,24023516,Dublin City,53.33584,-6.22871,Private room,131,1,14,3,Multiple properties
245,245,4665890,Rental unit in Rathmines · ★4.79 · 2 bedrooms · 2 beds · 1.5 baths,24141249,Dublin City,53.31585,-6.26534,Entire home/apt,160,2,171,7,Multiple properties
246,246,4687918,Rental unit in Dolphins Barn · 1 bedroom · 1 bed · 1 bath,14838253,Dublin City,53.33503,-6.29154,Private room,43,3,0,1,Single property
247,247,4713441,Home in Drumcondra · 2 bedrooms · 2 beds · 1 bath,24356222,Dublin City,53.36695,-6.25155,Entire home/apt,140,1,2,1,Single property
248,248,4728250,Rental unit in Christchurch · ★4.54 · 2 bedrooms · 2 beds · 1 bath,2673312,Dublin City,53.34156,-6.27481,Entire home/apt,125,2,99,1,Single property
249,249,4743392,Home in Ranelagh · 3 bedrooms · 3 beds · 2.5 baths,24483572,Dublin City,53.32161,-6.2484,Entire home/apt,300,3,0,1,Single property
250,250,4748625,Home in Ringsend · 1 bedroom · 1 bed · 2 baths,24506354,Dublin City,53.34425,-6.22609,Private room,25,1,0,1,Single property
251,251,4755440,Rental unit in Dublin · 2 bedrooms · 2 beds · 3 baths,24539769,Dublin City,53.30854,-6.26337,Entire home/apt,400,3,1,1,Single property
252,252,4770798,Rental unit in Dublin · ★5.0 · 1 bedroom · 1 bed · 2 baths,3846772,Dublin City,53.34898,-6.23885,Entire home/apt,116,14,4,19,Excessive properties
253,253,4776516,Rental unit in Dublin · 3 bedrooms · 3 beds · 2 baths,12237819,Dublin City,53.34462,-6.23541,Entire home/apt,300,4,2,1,Single property
254,254,4804987,Rental unit in Dublin · ★4.67 · 1 bedroom · 1 bed · 1 bath,24753626,Dublin City,53.33189,-6.24944,Entire home/apt,156,1,60,1,Single property
255,255,4821901,Rental unit in Ringsend · ★4.40 · 1 bedroom · 1 bed · 1 bath,20433890,Dublin City,53.343,-6.23757,Private room,65,1,5,1,Single property
256,256,4828017,Rental unit in Dublin · 1 bedroom · 1 bed · 1 bath,20114080,Dublin City,53.34204,-6.22606,Private room,45,3,0,1,Single property
257,257,4848129,Rental unit in Dublin 8 · 1 bedroom · 1 bed · 2 shared baths,24944720,Dublin City,53.34242,-6.27502,Shared room,15,1,0,1,Single property
258,258,4857684,Condo in Rush · ★4.90 · 2 bedrooms · 4 beds · 1 bath,15351872,Fingal,53.52734,-6.08656,Entire home/apt,155,2,136,5,Multiple properties
259,259,4872877,Home in Dublin · ★4.45 · 1 bedroom · 1 bed · 1 shared bath,9682968,Dublin City,53.34282,-6.31016,Private room,38,2,73,2,Multiple properties
260,260,4940924,Home in Carrickmines · ★5.0 · 1 bedroom · 1 bed · 1 private bath,19714107,Dn Laoghaire-Rathdown,53.24446,-6.18115,Private room,98,1,13,2,Multiple properties
261,261,4945419,Rental unit in Dublin · ★5.0 · 1 bedroom · 2 beds · 1 bath,20149906,Dublin City,53.34332,-6.27064,Entire home/apt,125,1,5,1,Single property
262,262,4963289,Home in Malahide · ★4.93 · 1 bedroom · 1 bed · 1 private bath,25585623,Fingal,53.44779,-6.13524,Private room,111,1,522,1,Single property
263,263,4965606,Home in Dublin 13 · ★4.65 · 3 bedrooms · 3 beds · 1 bath,18466080,Fingal,53.38976,-6.1385,Entire home/apt,120,21,89,1,Single property
264,264,4981330,Rental unit in Dublin · ★4.72 · 1 bedroom · 1 bed · 1 bath,25679313,Dublin City,53.3553,-6.25801,Entire home/apt,125,3,60,1,Single property
265,265,5045518,Home in Donnycarney · ★4.90 · 2 bedrooms · 2 beds · 1 bath,26048219,Dublin City,53.37738,-6.21664,Entire home/apt,125,7,64,1,Single property
266,266,5056234,Townhouse in Clonskeagh · ★4.60 · 4 bedrooms · 4 beds · 4 baths,26106771,Dn Laoghaire-Rathdown,53.3097,-6.2332,Entire home/apt,555,4,111,1,Single property
267,267,5091879,Townhouse in Dublin · ★4.96 · 3 bedrooms · 3 beds · 2 baths,26306461,Dublin City,53.32642,-6.25082,Entire home/apt,433,4,23,1,Single property
268,268,5092240,Rental unit in Dublin · ★4.60 · 1 bedroom · 2 beds · 1 shared bath,26308394,Dublin City,53.34545,-6.28441,Private room,50,2,71,2,Multiple properties
269,269,5092800,Condo in Dublin · ★4.57 · 2 bedrooms · 3 beds · 1 bath,26308394,Dublin City,53.34532,-6.28312,Entire home/apt,273,4,37,2,Multiple properties
270,270,5103919,Rental unit in Dublin · ★5.0 · 2 bedrooms · 3 beds · 2.5 baths,19054004,Dublin City,53.34579,-6.23709,Entire home/apt,495,3,3,1,Single property
271,271,5122717,Condo in Rathmines · ★4.81 · 1 bedroom · 1 bed · 1 bath,24141249,Dublin City,53.31585,-6.26534,Entire home/apt,83,2,213,7,Multiple properties
272,272,5123315,Rental unit in Rathmines · ★4.77 · 2 bedrooms · 2 beds · 1.5 baths,24141249,Dublin City,53.31585,-6.26534,Entire home/apt,155,2,176,7,Multiple properties
273,273,5140160,Rental unit in Dublin · ★4.74 · 2 bedrooms · 3 beds · 1.5 baths,24141249,Dublin City,53.31632,-6.26362,Entire home/apt,190,2,141,7,Multiple properties
274,274,5140379,Rental unit in Rathmines · ★4.74 · 2 bedrooms · 3 beds · 1.5 baths,24141249,Dublin City,53.31635,-6.26355,Entire home/apt,190,2,183,7,Multiple properties
275,275,5141989,Home in Dublin 1 · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,10027438,Dublin City,53.35254,-6.24789,Private room,93,3,26,1,Single property
